date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:07:50	11053/11053	---MCZ	200	added ('OK')	text/css	etag:W/%226696556e-2b2d%22	https://omundoeoseular.com.br/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.23.0	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/plugins/elementor-pro/assets/css/frontend-lite.mina2f3.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:50	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%2266a0e7c7-e7d0%22	https://omundoeoseular.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.23.2	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min5f06.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:50	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%2266a0e7c7-684e%22	https://omundoeoseular.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.23.2	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min5f06.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:50	134898/134898	---MCZ	200	added ('OK')	text/css	etag:W/%2266a0e7e6-20ef2%22	https://omundoeoseular.com.br/wp-content/uploads/elementor/css/post-1620.css?ver=1721821158	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/elementor/css/post-1620d9dc.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:51	1710/1710	---MCZ	200	added ('OK')	text/css	etag:W/%226501a4ba-6ae%22	http://omundoeoseular.com.br/wp-content/uploads/omgf/google-fonts-1-mod-fvpfq/google-fonts-1-mod-fvpfq.css?ver=1694606226	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/omgf/google-fonts-1-mod-fvpfq/google-fonts-1-mod-fvpfqbc70.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:51	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%2266a0e7c7-e2d7%22	https://omundoeoseular.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:51	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%2266a0e7c7-29d%22	https://omundoeoseular.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:51	677/677	---MCZ	200	added ('OK')	text/css	etag:W/%2266a0e7c7-2a5%22	https://omundoeoseular.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:52	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654b39cf-15601%22	https://omundoeoseular.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-includes/js/jquery/jquery.minf43b.js	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:52	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264de245b-3509%22	https://omundoeoseular.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:52	838/838	---MCZ	200	added ('OK')	application/javascript	etag:W/%22668328a5-346%22	https://omundoeoseular.com.br/wp-content/plugins/hide-admin-bar-based-on-user-roles/public/js/hide-admin-bar-based-on-user-roles-public.js?ver=3.8.2	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/plugins/hide-admin-bar-based-on-user-roles/public/js/hide-admin-bar-based-on-user-roles-public3fd0.js	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:52	15073/15073	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266a0e7c7-3ae1%22	https://omundoeoseular.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.23.2	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min5f06.js	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:53	0/0	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jul%202024%2020:07:53%20GMT	http://launcher.hotmart.com/launcher.js	C:/Meus%20Sites/a%20jornada/launcher.hotmart.com/launcher.14.delayed	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:54	284663/284663	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2011:39:19%20GMT	https://omundoeoseular.com.br/jornada/	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/jornada/index.html	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:54	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2024%20Jul%202024%2020:07:54%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Meus%20Sites/a%20jornada/www.googletagmanager.com/gtm.155445.delayed	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:54	59612/59612	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jul%202024%2020:07:54%20GMT	https://omundoeoseular.com.br/wp-content/uploads/2022/04/Logo_Jornada-f-1.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/04/Logo_Jornada-f-1.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:54	9929/9929	---MCZ	200	added ('OK')	text/css	etag:W/%2266a0e7c6-26c9%22	https://omundoeoseular.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:55	1380/1380	---M--	200	added ('OK')	image/jpeg	etag:%22606b6dc9d387f44f1b9851ed2940e305%22	https://images.converteai.net/8c3a3fa8-d957-454a-95c3-b10f9c0bf835/players/65e5e40e7629f30008038a06/thumbnail.jpg	C:/Meus%20Sites/a%20jornada/images.converteai.net/8c3a3fa8-d957-454a-95c3-b10f9c0bf835/players/65e5e40e7629f30008038a06/thumbnail.jpg	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:55	4272/4272	---M-Z	200	added ('OK')	text/javascript	etag:%229e40ef794f4f4130246d2ac11ec34a72%22	https://scripts.converteai.net/8c3a3fa8-d957-454a-95c3-b10f9c0bf835/players/65e5e40e7629f30008038a06/player.js	C:/Meus%20Sites/a%20jornada/scripts.converteai.net/8c3a3fa8-d957-454a-95c3-b10f9c0bf835/players/65e5e40e7629f30008038a06/player.js	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:55	76323/76323	---M--	200	added ('OK')	image/png	etag:%2264de7712-12a23%22	https://omundoeoseular.com.br/wp-content/uploads/2023/01/pv-2-1-1024x672.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2023/01/pv-2-1-1024x672.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:56	724780/724780	---M--	200	added ('OK')	image/png	etag:%2263c17cac-b0f2c%22	https://omundoeoseular.com.br/wp-content/uploads/2023/01/pv3-1-1024x1024.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2023/01/pv3-1-1024x1024.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:56	18727/18727	---M--	200	added ('OK')	image/jpeg	etag:%2264de76fd-4927%22	https://omundoeoseular.com.br/wp-content/uploads/2023/01/pv-1.jpg	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2023/01/pv-1.jpg	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:56	32025/32025	---M--	200	added ('OK')	image/png	etag:%2262544ffb-7d19%22	https://omundoeoseular.com.br/wp-content/uploads/2022/04/80-20-f.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/04/80-20-f.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:56	11603/11603	---M--	200	added ('OK')	image/png	etag:%22669fcdf5-2d53%22	https://omundoeoseular.com.br/wp-content/uploads/2024/07/tempo-pra-chegar-ate-a-fluencia.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2024/07/tempo-pra-chegar-ate-a-fluencia.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:56	6982/6982	---M--	200	added ('OK')	image/png	etag:%22669fd0b9-1b46%22	https://omundoeoseular.com.br/wp-content/uploads/2022/07/gmeet.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/07/gmeet.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:57	106403/106403	---M--	200	added ('OK')	image/png	etag:%22669fd0c2-19fa3%22	https://omundoeoseular.com.br/wp-content/uploads/2022/07/gab-conv-ff.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/07/gab-conv-ff.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:57	224587/224587	---M--	200	added ('OK')	image/png	etag:%2266873068-36d4b%22	https://omundoeoseular.com.br/wp-content/uploads/2024/07/ementa-do-curso-a-jornada-do-autodidata-em-ingles-1.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2024/07/ementa-do-curso-a-jornada-do-autodidata-em-ingles-1.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:57	125358/125358	---M--	200	added ('OK')	image/png	etag:%22631de118-1e9ae%22	https://omundoeoseular.com.br/wp-content/uploads/2022/08/m1.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/08/m1.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:57	10094/10094	---MCZ	200	added ('OK')	text/css	etag:W/%2266a0e7c6-276e%22	https://omundoeoseular.com.br/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:58	170613/170613	---M--	200	added ('OK')	image/png	etag:%22669fd05b-29a75%22	https://omundoeoseular.com.br/wp-content/uploads/2022/08/m2.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/08/m2.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:58	117519/117519	---M--	200	added ('OK')	image/png	etag:%22631de11b-1cb0f%22	https://omundoeoseular.com.br/wp-content/uploads/2022/08/m3.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/08/m3.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:58	121722/121722	---M--	200	added ('OK')	image/png	etag:%22669fd04f-1db7a%22	https://omundoeoseular.com.br/wp-content/uploads/2022/08/m4.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/08/m4.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:58	102932/102932	---M--	200	added ('OK')	image/png	etag:%22631de11c-19214%22	https://omundoeoseular.com.br/wp-content/uploads/2022/08/m5.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/08/m5.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:58	89106/89106	---M--	200	added ('OK')	image/png	etag:%22631de11d-15c12%22	https://omundoeoseular.com.br/wp-content/uploads/2022/08/m6.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/08/m6.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:59	124378/124378	---M--	200	added ('OK')	image/png	etag:%22631de119-1e5da%22	https://omundoeoseular.com.br/wp-content/uploads/2022/08/m7.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/08/m7.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:59	62799/62799	---M--	200	added ('OK')	image/png	etag:%22631de11a-f54f%22	https://omundoeoseular.com.br/wp-content/uploads/2022/08/m8.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/08/m8.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:59	11088/11088	---M--	200	added ('OK')	image/png	etag:%22669fd14d-2b50%22	https://omundoeoseular.com.br/wp-content/uploads/2022/04/audiobook.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/04/audiobook.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:59	10148/10148	---M--	200	added ('OK')	image/png	etag:%226255f567-27a4%22	https://omundoeoseular.com.br/wp-content/uploads/2022/04/homework.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/04/homework.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:07:59	7263/7263	---M--	200	added ('OK')	image/png	etag:%22669fd0da-1c5f%22	https://omundoeoseular.com.br/wp-content/uploads/2022/04/smartphone.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/04/smartphone.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:00	4872/4872	---M--	200	added ('OK')	image/png	etag:%22669fd0d8-1308%22	https://omundoeoseular.com.br/wp-content/uploads/2022/04/guarantee-certificate-2-1-1-1.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/04/guarantee-certificate-2-1-1-1.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:00	10006/10006	---M--	200	added ('OK')	image/png	etag:%2262618a9e-2716%22	https://omundoeoseular.com.br/wp-content/uploads/2022/04/certificate-f.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/04/certificate-f.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:00	29393/29393	---M--	200	added ('OK')	image/jpeg	etag:%22669fd02f-72d1%22	https://omundoeoseular.com.br/wp-content/uploads/2022/11/EFEITO-NET.jpg	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/11/EFEITO-NET.jpg	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:00	163377/163377	---M--	200	added ('OK')	image/png	etag:%22659838cd-27e31%22	https://omundoeoseular.com.br/wp-content/uploads/2024/01/combo-mockk.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2024/01/combo-mockk.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:01	287960/287960	---M--	200	added ('OK')	image/png	etag:%226687db0b-464d8%22	https://omundoeoseular.com.br/wp-content/uploads/2024/07/jornada-vs-tradicional-1024x853.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2024/07/jornada-vs-tradicional-1024x853.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:01	116067/116067	---M--	200	added ('OK')	image/jpeg	etag:%22669fd03e-1c563%22	https://omundoeoseular.com.br/wp-content/uploads/2022/08/32red.jpg	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/08/32red.jpg	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:01	137726/137726	---M--	200	added ('OK')	image/jpeg	etag:%22669fd03a-219fe%22	https://omundoeoseular.com.br/wp-content/uploads/2022/08/14red.jpg	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/08/14red.jpg	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:01	113981/113981	---M--	200	added ('OK')	image/jpeg	etag:%22669fd042-1bd3d%22	https://omundoeoseular.com.br/wp-content/uploads/2022/08/6red.jpg	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/08/6red.jpg	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:02	498688/498688	---M--	200	added ('OK')	image/png	etag:%226686fe44-79c00%22	https://omundoeoseular.com.br/wp-content/uploads/2024/07/CARROSSEL-MEC-1-700x1024.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2024/07/CARROSSEL-MEC-1-700x1024.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:02	27304/27304	---M--	200	added ('OK')	image/png	etag:%22668716b2-6aa8%22	https://omundoeoseular.com.br/wp-content/uploads/2024/07/CARROSSEL-MEC-4-1.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2024/07/CARROSSEL-MEC-4-1.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:02	95183/95183	---M--	200	added ('OK')	image/png	etag:%22669fcf95-173cf%22	https://omundoeoseular.com.br/wp-content/uploads/2023/11/bbbbbbbbbb-1.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2023/11/bbbbbbbbbb-1.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:02	62955/62955	---M--	200	added ('OK')	image/png	etag:%2262545031-f5eb%22	https://omundoeoseular.com.br/wp-content/uploads/2022/04/viajando-f.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/04/viajando-f.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:02	125317/125317	---M--	200	added ('OK')	image/png	etag:%226410cb20-1e985%22	https://omundoeoseular.com.br/wp-content/uploads/2022/08/GABRIEL-GABRIEL-PNG-720-fffff.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/08/GABRIEL-GABRIEL-PNG-720-fffff.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:03	113609/113609	---M--	200	added ('OK')	image/png	etag:%2265130d3d-1bbc9%22	https://omundoeoseular.com.br/wp-content/uploads/2023/09/comparacao-de-preco-jornada-1-1-1024x1024.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2023/09/comparacao-de-preco-jornada-1-1-1024x1024.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:03	147127/147127	---M--	200	added ('OK')	image/png	etag:%22669fce33-23eb7%22	https://omundoeoseular.com.br/wp-content/uploads/2024/06/JULHO.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2024/06/JULHO.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:03	15432/15432	---M--	200	added ('OK')	image/png	etag:%22669fcf7d-3c48%22	https://omundoeoseular.com.br/wp-content/uploads/2023/12/preco-promocional.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2023/12/preco-promocional.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:03	18701/18701	---M--	200	added ('OK')	image/png	etag:%2264f09a66-490d%22	https://omundoeoseular.com.br/wp-content/uploads/2023/08/payment-1024x164.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2023/08/payment-1024x164.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:03	376648/376648	---M--	200	added ('OK')	image/png	etag:%2266144689-5bf48%22	https://omundoeoseular.com.br/wp-content/uploads/2024/04/garantia-683x1024.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2024/04/garantia-683x1024.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:04	32705/32705	---M--	200	added ('OK')	image/png	etag:%2262545000-7fc1%22	https://omundoeoseular.com.br/wp-content/uploads/2022/04/Logo_Jornada-f.png	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/2022/04/Logo_Jornada-f.png	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:04	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226696a9e8-4d7%22	https://omundoeoseular.com.br/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2024%20Jul%202024%2020:08:05%20GMT	https://omundoeoseular.com.br/jornada/e	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/jornada/e	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2024%20Jul%202024%2020:08:05%20GMT	https://omundoeoseular.com.br/jornada/e	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/jornada/e	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2024%20Jul%202024%2020:08:05%20GMT	https://omundoeoseular.com.br/jornada/e	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/jornada/e	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:05	4129/4129	---MCZ	200	added ('OK')	text/css	etag:W/%2266a0e7e7-1021%22	https://omundoeoseular.com.br/wp-content/uploads/elementor/css/post-10629.css?ver=1721821159	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/elementor/css/post-10629e1fe.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:05	2592/2592	---MCZ	200	added ('OK')	text/css	etag:W/%2266a0e7e7-a20%22	https://omundoeoseular.com.br/wp-content/uploads/elementor/css/post-10692.css?ver=1721821159	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/elementor/css/post-10692e1fe.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:06	1917/1917	---MCZ	200	added ('OK')	text/css	etag:W/%2266a0e7e7-77d%22	https://omundoeoseular.com.br/wp-content/uploads/elementor/css/post-10681.css?ver=1721821159	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/elementor/css/post-10681e1fe.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
17:08:06	2152/2152	---MCZ	200	added ('OK')	text/css	etag:W/%2266a0e7e7-868%22	https://omundoeoseular.com.br/wp-content/uploads/elementor/css/post-10684.css?ver=1721821159	C:/Meus%20Sites/a%20jornada/omundoeoseular.com.br/wp-content/uploads/elementor/css/post-10684e1fe.css	(from https://omundoeoseular.com.br/jornada/?ref=X94235939Q)
